shap,pred,weights
-0.36079246,0.058944805999999995,200
-0.36343697,0.07931086,200
-0.35676044,0.039640706,200
-0.35074395,0.015852882,200
-0.36024290000000003,0.0585836,200
-0.36338198,0.08840777,200
-0.36252394,0.07973545,200
-0.3568015,0.04344641,200
-0.36126840000000005,0.07117599,200
-0.3537728,0.031737413,200
-0.36368263,0.11051404,200
-0.34752595,0.0099500315,200
-0.35622259999999994,0.047011875,200
-0.34764177,0.0125400545,200
-0.34785235,0.013461953,200
-0.3477287,0.017593218,200
-0.34594813,0.011802921999999999,200
-0.345472,0.010518598999999998,200
-0.3613655,0.11293036,200
-0.34789017,0.019254351,200
-0.3511661,0.034014218,200
-0.34682438,0.017455876000000002,200
-0.35063902,0.032197874,200
-0.34808016,0.02247175,200
-0.35654104,0.06439294,200
-0.347962,0.024660897999999997,200
-0.35185477,0.042226315,200
-0.3479312,0.027516775,200
-0.3420581,0.008883081,200
-0.34850255,0.032726005,200
-0.34851167,0.033068776,200
-0.34760892,0.029997485,200
-0.34138152,0.009650545,200
-0.35236162,0.059013456,200
-0.3542614,0.07223963,200
-0.3427995,0.017137574,200
-0.34278286,0.017229256999999998,200
-0.34931758,0.043445975,200
-0.35466087,0.076319784,200
-0.34478357,0.025373364,200
-0.35588437,0.09316314,200
-0.35026732,0.053377472,200
-0.33788827,0.008765944,200
-0.34354353,0.031105467999999997,400
-0.34354353,0.031105467999999997,400
-0.34803224,0.0525895,200
-0.3497996,0.06379792,200
-0.34027436,0.020207148,200
-0.3386287,0.0148754325,200
-0.3388498,0.015765667,200
-0.34945256,0.06291685,200
-0.34335783,0.033006124,400
-0.34335783,0.033006124,400
-0.33946207,0.018628882,200
-0.34240118,0.029650494,200
-0.3419009,0.027929544,200
-0.34117684,0.025850268,200
-0.33947623,0.019948239,200
-0.33889458,0.01795902,200
-0.3399066,0.023778788999999998,200
-0.33650663,0.013659873999999999,200
-0.3446147,0.045307997999999995,200
-0.33751348,0.01716299,200
-0.33565459999999997,0.013049998,200
-0.3389895,0.026884392000000003,200
-0.3387353,0.026294675,200
-0.33663276,0.019867282,200
-0.33423990000000003,0.012388498000000001,200
-0.33638835,0.019910011000000002,200
-0.33486423,0.01492873,200
-0.33682847,0.022673765,200
-0.3384472,0.029187134,200
-0.33521575,0.017786713,200
-0.33466005,0.016203852,200
-0.33316009999999996,0.012350797,200
-0.346269,0.08131339,200
-0.33399585,0.019662388,200
-0.3321336,0.013539909,200
-0.33739525,0.03254514,200
-0.33234179999999997,0.014599355,200
-0.33146948,0.012547845,200
-0.33547828,0.026436283999999997,200
-0.33107709999999996,0.012570612,200
-0.3352706,0.027203198999999997,200
-0.3319796,0.015725621999999998,200
-0.33990586,0.047364537000000005,200
-0.33129746,0.014481881,200
-0.33637145,0.03261475,200
-0.3303478,0.01223603,200
-0.33093095,0.014202063000000001,200
-0.33189029999999997,0.017723868,200
-0.3302966,0.013292818,200
-0.34241802,0.06803005,200
-0.33420056,0.027975256,200
-0.33283538,0.024640932999999997,200
-0.32872779999999996,0.011180029,200
-0.34229454,0.07416838,200
-0.3422943,0.07457216,200
-0.33384250000000004,0.030680494,200
-0.33077762,0.019631697,200
-0.32953164,0.016078437,200
-0.32990879999999995,0.017816426,200
-0.33069512,0.021825558,200
-0.33027202,0.020457994,200
-0.34045267,0.06752737,200
-0.34139434,0.07781812,200
-0.3288283,0.01830481,200
-0.3301949,0.02380882,200
-0.34027505,0.07344735,200
-0.34175527,0.087387614,200
-0.32578173,0.012475787,200
-0.3374196,0.06077844,200
-0.33184612,0.034047246,200
-0.32494953,0.012079997,200
-0.32422036,0.010054191,200
-0.33822134,0.07378668,200
-0.32722098,0.022746071,200
-0.32656443,0.020675271999999998,200
-0.32609466,0.019477831,200
-0.32488772,0.017054563000000002,200
-0.32615077,0.021275721,200
-0.33990094,0.112283,200
-0.32227504,0.009041279000000001,200
-0.3389489,0.09278868,200
-0.3237552,0.014630523999999999,200
-0.33457753,0.05974321,200
-0.32170942,0.009685329,200
-0.33209193,0.049732532,200
-0.3362402,0.08368818,200
-0.32212007,0.015499696,200
-0.33530638,0.07784801,200
-0.3318992,0.05555114,200
-0.32106102,0.013288791000000001,200
-0.3331772,0.06397364,200
-0.3219599,0.016339691,200
-0.32306840000000003,0.020033633000000002,200
-0.3232468,0.021240652000000002,200
-0.3326252,0.06311039,200
-0.3318001,0.05949269,200
-0.32143015,0.016811496000000002,200
-0.31924078,0.010728763999999998,200
-0.32268062,0.022782132000000004,200
-0.32977754,0.052491925999999994,200
-0.32268307,0.02331793,200
-0.3334533,0.07708683599999999,200
-0.3267315,0.041198645,200
-0.33053705,0.060172763,200
-0.32084197,0.019703755,200
-0.32133007,0.022729596,200
-0.32681653,0.044361234000000006,200
-0.33207354,0.07535457599999999,200
-0.31986770000000003,0.018669624,200
-0.31906343,0.016473852,200
-0.33195475,0.07595456,200
-0.32769135,0.05033773,200
-0.31745127,0.0119609,200
-0.31764865,0.012779042,200
-0.32090749999999996,0.023463994,200
-0.33228296,0.08052845,200
-0.31796620000000003,0.014358623000000001,200
-0.32218957,0.028593817999999997,200
-0.32046095,0.022788137000000003,200
-0.31647176,0.010481487,200
-0.32161254,0.02751287,200
-0.3193785,0.020390773,200
-0.32333374,0.03481715,200
-0.32041904,0.024408886,200
-0.3156389,0.010535939,200
-0.31653157,0.013528221000000002,200
-0.33184344,0.08932688,200
-0.31745306,0.016653799,200
-0.317791,0.018004656,200
-0.3306315,0.08012033,200
-0.31737384,0.017477242,200
-0.33184364,0.09815135,200
-0.32898802,0.07002407,200
-0.32652578,0.056594554000000005,200
-0.33174023,0.10739923,200
-0.32847902,0.07050877,200
-0.31520479999999995,0.013684875,200
-0.31970266,0.028698803999999998,200
-0.3226584,0.040925168,200
-0.31511897,0.014195882,200
-0.31424284,0.012229588000000001,200
-0.32931307,0.08170424400000001,200
-0.31357303,0.010525048,200
-0.32926986,0.08222015,200
-0.31714943,0.022230096,200
-0.31677234,0.021268882000000003,200
-0.3167169,0.02205133,200
-0.32848024,0.07968761,200
-0.31463090000000005,0.015747778,200
-0.3147833,0.016588408,200
-0.31455767,0.016868709,200
-0.31215364,0.010433688,200
-0.3128562,0.012656623,200
-0.3146343,0.019011779,200
-0.31362998,0.016187783,200
-0.31299829999999995,0.014724913000000001,200
-0.31263095,0.013954168000000001,200
-0.30994672,0.0068904175,200
-0.31144306,0.011205904,200
-0.31358486,0.018034015,200
-0.3266014,0.07885861,200
-0.31296740000000006,0.016215471999999998,200
-0.3127227,0.01557885,200
-0.32809848,0.10215451,200
-0.31454128,0.022982272999999998,200
-0.31266108,0.01719325,200
-0.31180185,0.014751453000000001,200
-0.3202652,0.046536397,200
-0.30994892,0.009966698000000001,200
-0.31206405,0.016845254,200
-0.32274732,0.060132474000000005,200
-0.31027856,0.013434169,200
-0.31956983,0.048275504000000004,200
-0.31519914,0.031134752999999998,200
-0.307611,0.008191908000000001,200
-0.3187291,0.04915742,200
-0.30894520000000003,0.0149044385,200
-0.32520917,0.112509,200
-0.32268423,0.07774451,200
-0.3139917,0.03579251,200
-0.3074086,0.013901601999999999,200
-0.32317027,0.09205494,200
-0.3136244,0.036779657,200
-0.32246122,0.08892588,200
-0.3122632,0.032433152,200
-0.30702594,0.015821205,200
-0.30452959999999996,0.0092947725,200
-0.3141713,0.04220791,200
-0.30628684,0.015563673,200
-0.3032493,0.007852293,200
-0.30358472,0.009050832,200
-0.30230890000000005,0.0063572815,200
-0.32167333,0.10411308,200
-0.3183467,0.07121597,200
-0.31842327,0.07180805,200
-0.3024658,0.0077482564,200
-0.30223587,0.008239416,200
-0.30402896,0.014720568,200
-0.30115290000000006,0.0065520466,200
-0.30673054,0.023293599999999998,200
-0.30100712,0.0068391673,200
-0.3142413,0.053884007000000005,200
-0.31221324,0.04462225,200
-0.31938666,0.09092191599999999,200
-0.31288195,0.04932196,200
-0.29965964,0.005930658399999999,200
-0.31857643,0.09522077,200
-0.30224302,0.014975918999999999,200
-0.30512467,0.025229482,200
-0.2989436,0.0072987205000000005,200
-0.30140346,0.014610081,200
-0.3147092,0.07171157,200
-0.30825815,0.03958673,200
-0.3002868,0.013063054499999999,200
-0.3032718,0.022251995,200
-0.29843453,0.008157545,200
-0.31469318,0.073764466,200
-0.31365252,0.06915066,200
-0.31391767,0.07145528,200
-0.3031639,0.024283966,200
-0.31509155,0.08725709,200
-0.30784377,0.043593112,200
-0.30378264,0.028669893999999998,200
-0.31425196,0.08115039,200
-0.3130676,0.072499275,200
-0.30628896,0.038810845,200
-0.31390497,0.07994444,200
-0.29880875,0.01418349,200
-0.29969734,0.016996086,200
-0.2978863,0.011996958,200
-0.30791664,0.047663473,600
-0.30791664,0.047663473,600
-0.30791664,0.047663473,600
-0.31080019999999997,0.06435122,200
-0.30360895,0.032585543,200
-0.30537635,0.039254624,200
-0.29741997,0.013069536999999999,200
-0.30709052,0.04745228,200
-0.30609366,0.04503989,200
-0.31369027,0.09697099,200
-0.30734387,0.052003387000000005,200
-0.30133727,0.028333949,200
-0.31254256,0.08566848,200
-0.29550236,0.011586075,200
-0.30603623,0.04796213,200
-0.31286806,0.095585056,200
-0.30503127,0.04440775,200
-0.30793017,0.058068299999999996,200
-0.31015682,0.07157252,200
-0.31339717,0.11426439,200
-0.30839717,0.061635032,200
-0.299338,0.024891337000000003,200
-0.30144736,0.032421213,200
-0.30142704,0.032520622,200
-0.30999740000000003,0.074167594,200
-0.30518976,0.047876753,200
-0.30830607,0.06411841,200
-0.29947528,0.027353618,200
-0.29555723,0.015427123000000001,200
-0.31167492,0.09628516,200
-0.29328972,0.009705799999999999,200
-0.30630264,0.05706969,200
-0.31178874,0.114940405,200
-0.29252496,0.009248850999999999,200
-0.29988334,0.032696206,200
-0.2920008,0.0090276515,200
-0.29441556,0.01609452,200
-0.2924394,0.01111144,200
-0.3103634,0.09658944,200
-0.30428782,0.05383995,200
-0.29982373,0.03545642,200
-0.29940320000000004,0.034568492,200
-0.30389538,0.053346265,200
-0.29131082,0.009745423000000001,200
-0.30882514,0.08581828,200
-0.29925559999999995,0.03468074,200
-0.3005953,0.03986931,200
-0.29012388,0.0073558264,200
-0.30383787,0.055001147,200
-0.30073124,0.041383933,200
-0.29616729999999997,0.025218308,200
-0.29867208,0.034231465,200
-0.30323377,0.053022545,200
-0.2986719,0.034336776,400
-0.2986719,0.034336776,400
-0.30270177,0.051039102999999995,200
-0.29115734,0.011272333,200
-0.30896735,0.096158646,200
-0.30944243,0.112415135,200
-0.29714647,0.030939914,200
-0.29347340000000005,0.019461746999999998,200
-0.30393654,0.05997667,200
-0.29784653,0.034086615,200
-0.302865,0.055270452000000005,200
-0.29962206,0.041174542,200
-0.29962188,0.04126005,400
-0.29962188,0.04126005,400
-0.29591438,0.028543089,200
-0.298032,0.036048245,200
-0.29405922,0.022770235,200
-0.3047453,0.06754187,200
-0.28891137,0.008285526999999999,200
-0.3021008,0.053643208,200
-0.29510623,0.026542318999999998,200
-0.3077189,0.092848405,200
-0.29259554,0.018816965,200
-0.3010863,0.049363135999999995,200
-0.30130756,0.050665982000000005,400
-0.30130756,0.050665982000000005,400
-0.29700714,0.03366377,200
-0.289227,0.009784546,200
-0.30426008,0.06617637,200
-0.30417016,0.065943055,200
-0.3057788,0.07769467,200
-0.29860544,0.040640324,200
-0.3013147,0.052138958,200
-0.3052187,0.074064456,200
-0.29836740000000006,0.03998075,200
-0.2930268,0.022157572,200
-0.29645967,0.03351242,400
-0.29645967,0.03351242,400
-0.29573545,0.031017937000000002,200
-0.29831818,0.040799588,200
-0.30650827,0.08806568,200
-0.298058,0.04045893,200
-0.2953272,0.031186994,200
-0.2961057,0.033982154,200
-0.2927925,0.02326249,200
-0.29522035,0.031224145,200
-0.29204935,0.021074884,200
-0.2957903,0.0335971,200
-0.29854754,0.044071555,200
-0.30503040000000003,0.07948118400000001,200
-0.2942697,0.028453104,200
-0.2878658,0.009476792,200
-0.29566988,0.033905562,200
-0.29273376,0.024268242000000002,200
-0.28605297,0.0058480864,200
-0.29442979999999996,0.030435195,200
-0.28701,0.008437975,200
-0.2948936,0.032167606,200
-0.29565313,0.035212692000000004,200
-0.30490535,0.08413694,200
-0.29613635,0.037371222,200
-0.29437637,0.031169673,200
-0.29944184,0.05098271,200
-0.28757453,0.011178258,200
-0.29680383,0.040861400000000006,200
-0.29677784,0.040796045,200
-0.30395174,0.07891893400000001,200
-0.29639927,0.04031341,200
-0.29521653,0.03590571,200
-0.2963719,0.04081755,200
-0.28804874,0.013868838,200
-0.29749689,0.045711417000000004,200
-0.29347593,0.030669946,200
-0.29323608,0.030074822,200
-0.28545892,0.007296820600000001,200
-0.29433253,0.034160826,200
-0.29615435,0.041611675,200
-0.29338098,0.031580973,200
-0.29151043,0.025427963999999997,200
-0.2904991,0.022281894,200
-0.29251659999999996,0.02876206,200
-0.30069178,0.06296264,200
-0.30505767,0.10083417,200
-0.30370742,0.08426819,200
-0.29317096,0.031333234,200
-0.29253265,0.029535236,200
-0.29817766,0.052493278,200
-0.296139,0.043844968,200
-0.30022326,0.063153885,200
-0.30489874,0.11672089999999999,200
-0.28399026,0.00619498,200
-0.30216756,0.07654447,200
-0.29268837,0.03185034,200
-0.29070118,0.025385032999999998,200
-0.2931511,0.033591945,200
-0.28823036,0.018266941999999998,200
-0.28446066,0.008012634,200
-0.29422940000000003,0.038144924,200
-0.28436142,0.00823211,200
-0.29605854,0.04596371,200
-0.29761696,0.052867893,200
-0.30445436,0.11558158,200
-0.29484879999999997,0.04153931,200
-0.28439328,0.008645114,200
-0.2951467,0.04284065,200
-0.30183285,0.07901835,200
-0.2872734,0.017247029,200
-0.29476959999999996,0.04275905,200
-0.2891488,0.023426954,200
-0.28876776,0.022392005,200
-0.28309742,0.006696754599999999,200
-0.3031724,0.09910927,200
-0.29311609999999994,0.03762709,200
-0.29464972,0.043822735999999994,200
-0.29006988,0.027693795,200
-0.30307356,0.10058289999999999,200
-0.2821288,0.0053792484,200
-0.2848344,0.01247869,200
-0.28309733,0.007885483,200
-0.29797158,0.060708097999999995,200
-0.2936864,0.041541416,200
-0.29160243,0.034097,200
-0.28192890000000004,0.005759441,200
-0.29032597,0.030295858,200
-0.3017013,0.088885956,200
-0.28807297,0.023190437,200
-0.291903,0.035932906,200
-0.2944753,0.046140533,200
-0.28892538,0.026256252,200
-0.28241056,0.007935839,200
-0.2905021,0.03200309,200
-0.28210837,0.0076807393,200
-0.29064822,0.033102997,200
-0.29019502,0.031765074,200
-0.28858414,0.026621655,200
-0.3016277,0.09518961,200
-0.2818402,0.0076773525,200
-0.29136375,0.036482642999999995,200
-0.2935707,0.045440115,200
-0.2899901,0.03216322,200
-0.2818643,0.008222931999999999,200
-0.2812438,0.0067203757,200
-0.29224765,0.040612206,200
-0.28102902,0.0064450237,200
-0.29907373,0.07530224,200
-0.2975142,0.06575427,200
-0.2880742,0.026916377000000002,200
-0.29730207,0.06524671,200
-0.297551,0.067273796,200
-0.28936765,0.031751327,400
-0.28936765,0.031751327,400
-0.28294748,0.012873361000000002,200
-0.27966952,0.0045687826,200
-0.28652164,0.02357317,200
-0.2804032,0.0067311106,200
-0.29020068,0.03602792,200
-0.29074803,0.038442116,400
-0.29074803,0.038442116,400
-0.29010692,0.036362194,200
-0.29161352,0.04301329,200
-0.29982159999999997,0.09208096,200
-0.29194233,0.045035142,200
-0.29075095,0.040538196,200
-0.28824976,0.032594,200
-0.286966,0.028480613999999998,400
-0.286966,0.028480613999999998,400
-0.2899982,0.04018312,200
-0.28608274,0.02678668,200
-0.2947872,0.06149462,200
-0.28298023,0.017676966000000002,200
-0.28082782,0.012154908,400
-0.28082782,0.012154908,400
-0.28916487,0.038090847000000004,200
-0.2891208,0.038484864,200
-0.28977442,0.0412166,200
-0.29614118,0.07236179,200
-0.28921804,0.040363092,200
-0.29890412,0.10489898,200
-0.28677112,0.03283825,200
-0.28873053,0.03995572,200
-0.28628036,0.03154896,200
-0.28533876,0.028566737000000002,200
-0.28957263,0.04366005,200
-0.28650022,0.032717668,200
-0.28264642,0.020641189,200
-0.28519025,0.02848378,200
-0.28616690000000006,0.031851996,200
-0.28759417,0.03684576,200
-0.28462350000000003,0.027050314,200
-0.27655890000000005,0.004734398,200
-0.29458824,0.06903514,200
-0.29164466,0.053948767,200
-0.2905871,0.049724027999999997,200
-0.28455615,0.02778372,200
-0.28738470000000005,0.037702862000000004,200
-0.29698405,0.09173805,200
-0.28885737,0.04382956,200
-0.28888959999999997,0.043970499999999996,200
-0.29192787,0.057277456,200
-0.28290442,0.02350919,200
-0.27776557,0.009426828,200
-0.28430170000000005,0.028223215,200
-0.2872746,0.03878918,200
-0.2930373,0.065257475,200
-0.28775975,0.041574296000000004,200
-0.288191,0.04324544599999999,200
-0.29616728,0.08994154,200
-0.29366285,0.07038015,200
-0.28268185,0.024898145,200
-0.2946968,0.07851795,200
-0.28783417,0.043052945,200
-0.29281133,0.06639398,200
-0.2845557,0.03206197,200
-0.27664903,0.009466239,200
-0.28757337,0.043594982000000004,200
-0.29226157,0.06607754,200
-0.28956570000000004,0.052820655999999994,200
-0.28041962,0.021594267,200
-0.28260359999999995,0.028342792999999998,200
-0.28456372,0.03489271,200
-0.28898004,0.05272457,200
-0.28475356,0.03631992,200
-0.27583423,0.01003686,200
-0.2909368,0.06381228,200
-0.2945687,0.091246985,200
-0.28440335,0.03637354,200
-0.28942078,0.057280686,200
-0.28620335,0.043516926,200
-0.28723705,0.04827744,200
-0.2850052,0.039612122,200
-0.28989765,0.060624827,200
-0.28436100000000003,0.037336405,200
-0.2857976,0.042726673,200
-0.28855878,0.054344192,200
-0.28578594,0.04299656,200
-0.29212868,0.07444617,200
-0.28776467,0.053505797,200
-0.2875552,0.05296436,200
-0.28225788,0.032784592,200
-0.27803037,0.020251047,200
-0.28097890000000003,0.02924697,200
-0.2797524,0.02543564,200
-0.29000909999999996,0.0669788,200
-0.28638363,0.04940835,200
-0.28277558,0.036006205,200
-0.2789412,0.02381173,200
-0.28666067,0.051418452999999996,200
-0.2825843,0.035847455,200
-0.28326833,0.038758725,200
-0.28769436,0.057836215999999996,200
-0.28306326,0.03868449,200
-0.27182734,0.006029491999999999,200
-0.27985308,0.02817182,200
-0.28349385,0.04057537,200
-0.27851576,0.024100807000000002,200
-0.27795759999999997,0.022816798,200
-0.28400236,0.04321538,200
-0.28534278,0.04918825,200
-0.27616447,0.01828211,200
-0.2731017,0.010183674,200
-0.27970959999999995,0.029109443,200
-0.28743514,0.059627105,200
-0.28804347,0.062938,200
-0.27906612,0.027551427000000003,200
-0.28552103,0.05135979,200
-0.28149346,0.03593931,200
-0.28448287,0.04728722,200
-0.29042542,0.07901099,200
-0.28119814,0.035136115,200
-0.28862354,0.06790211,200
-0.28113088,0.03561803,200
-0.2751941,0.017504841,200
-0.28580459999999996,0.054554805,400
-0.28580459999999996,0.054554805,400
-0.28120726,0.03691334,200
-0.28575844,0.05543667,200
-0.29121932,0.09206173,200
-0.27262422,0.0117801465,200
-0.2864678,0.059468812999999995,200
-0.28524572,0.053697605,200
-0.28542864,0.05498302,200
-0.27751290000000006,0.02607055,200
-0.27572640000000004,0.02113694,200
-0.28599050000000004,0.05866451599999999,200
-0.26962033,0.0054848976,200
-0.27768004,0.027467106,200
-0.28526497,0.055773800000000005,200
-0.27478847,0.01912961,200
-0.29102415,0.09706627599999999,200
-0.2734023,0.015796158,200
-0.281444,0.04095401,200
-0.26854783,0.003631819,200
-0.27594495,0.024258522,200
-0.2798732,0.03703799,200
-0.28401065,0.053874213,200
-0.27858144,0.033307724,200
-0.28386012,0.053900905,200
-0.27851808,0.033506375,200
-0.28034973,0.04001705,200
-0.27429608,0.020909801000000002,200
-0.27828062,0.03316227,600
-0.27828062,0.03316227,600
-0.27828062,0.03316227,600
-0.2815222,0.044866074000000006,200
-0.27969962,0.038637117,200
-0.278206,0.03352071,200
-0.2796935,0.03874176,200
-0.27635279999999995,0.027706046,200
-0.2772815,0.030703425,200
-0.28109133,0.04420821,200
-0.2808639,0.043482214000000005,200
-0.28136986,0.045602906,200
-0.27939364,0.038412287999999996,600
-0.27939364,0.038412287999999996,600
-0.27939364,0.038412287999999996,600
-0.27939346,0.038484899999999996,200
-0.2751369,0.02481322,200
-0.27843124,0.03544891,200
-0.2793738,0.038762048,400
-0.2793738,0.038762048,400
-0.2777429,0.033259199999999996,200
-0.27549204,0.026178008,200
-0.27482125,0.024489505,200
-0.2771288,0.031689357,200
-0.27783245,0.034433745,200
-0.278198,0.03579464,200
-0.28122082,0.0474315,200
-0.2723482,0.018503653000000002,200
-0.27663392,0.03146451,200
-0.27815208,0.036604628,200
-0.2714043,0.016281577,200
-0.278467,0.03785413,400
-0.278467,0.03785413,400
-0.27860209999999996,0.038357425,200
-0.27838883,0.037684683,200
-0.273065,0.021111382,200
-0.27573246,0.029104242000000002,200
-0.28490865,0.0663963,200
-0.27158309999999997,0.017432206999999998,200
-0.27123192,0.016495237,200
-0.27381715,0.023880986,400
-0.27381715,0.023880986,400
-0.27736170000000004,0.035054356,200
-0.27704029999999996,0.034053158,200
-0.27828065,0.03835637,200
-0.2778272,0.036792755,200
-0.2717829,0.018298214,200
-0.27634573,0.032106284,200
-0.2725526,0.02073449,200
-0.27769655,0.036914416,400
-0.27769655,0.036914416,400
-0.2754139,0.029446637,200
-0.27533218,0.029231538999999997,200
-0.27673423,0.033847995,200
-0.2838335,0.06321128,200
-0.26680708,0.0063000493999999995,200
-0.27504396,0.028788846,200
-0.27434468,0.026697812999999997,200
-0.28428674,0.06607102,200
-0.26961914,0.01367489,200
-0.27558340000000003,0.030829111,200
-0.27343956,0.024258079,200
-0.27311882,0.023378167000000002,200
-0.27647227,0.034215777999999995,200
-0.284023,0.065915175,200
-0.2775625,0.03822538,600
-0.2775625,0.03822538,600
-0.2775625,0.03822538,600
-0.27492008,0.029555295,200
-0.27747740000000004,0.038056385,600
-0.27747740000000004,0.038056385,600
-0.27747740000000004,0.038056385,600
-0.27609396,0.033464532000000005,200
-0.28748542,0.09436030000000001,200
-0.27732690000000004,0.038075555,200
-0.2695389,0.014636492,200
-0.27202636,0.021507212999999997,200
-0.28723258,0.09220051,200
-0.27465677,0.029866524,200
-0.2674543,0.009910862,200
-0.28381932,0.067444004,200
-0.286066,0.08276765,200
-0.27556774,0.033299398,200
-0.27256379999999997,0.024102591,200
-0.27285367,0.02503135,200
-0.27202672,0.02272132,200
-0.28430609999999995,0.0715765,200
-0.27247676,0.024057207999999997,200
-0.26888470000000003,0.014140996000000001,200
-0.27909434,0.046393107999999995,200
-0.2775734,0.040947877,200
-0.2710296,0.020312497,200
-0.28258845,0.06270259,200
-0.27616784,0.036473986,200
-0.27879012,0.04635963,200
-0.27876857,0.046441092999999996,200
-0.27599645,0.036567576,200
-0.27396253,0.029925247999999998,200
-0.27677906,0.03935131,200
-0.2723005,0.024904592000000003,200
-0.270532,0.01988305,200
-0.27694207,0.040257372,200
-0.27943173,0.04988179,200
-0.27836606,0.045709282000000004,200
-0.27828792,0.045506335999999994,200
-0.27603158,0.03729983,200
-0.28337225,0.07083756,200
-0.27696967,0.04182193,200
-0.26875728,0.016407302,200
-0.2734313,0.030081151,200
-0.26899084,0.017206915,200
-0.27017814,0.020478398000000002,200
-0.27764878,0.044711053,200
-0.28446415,0.07974619,200
-0.27010375,0.020455021,200
-0.2857981,0.09269199,200
