generation,type,ind,X1,X2,prediction,fitness
1,cfacts,3,0.737695098,0.489337251,1,1.840747347
1,cfacts,4,0.400295517,0.023830229,1,3.6825105
1,cfacts,5,0.741242536,0.548200929,1,1.74013593
1,cfacts,7,0.58707795,0.228919492,1,2.960888295
1,cfacts,8,0.792385938,0.634466715,1,1.504146925
1,cfacts,2,0.681331282,0.32896344,1,2.28050379
1,cfacts,0,0.790813692,0.055494427,1,1.73995458
1,cfacts,0,0.600005295,0.247083347,1,2.857000439
1,cfacts,1,0.372972237,0.24526501,1,8.125895309
1,bads,1,0.630645658,0.695256968,0,1.707108935
1,bads,2,0.444067266,0.913223792,0,1.447106932
1,bads,5,0.66932976,0.967204297,0,1.203667135
1,bads,6,0.132135612,0.671579635,0,2.284430727
1,bads,9,0.272239014,0.475959377,0,4.404294394
1,bads,10,0.082340535,0.479907533,0,3.514354114
1,bads,15,0.111422484,0.211566982,0,6.953701949
1,bads,16,0.073708906,0.337114531,0,5.085422054
1,bads,19,0.598290944,0.977609251,0,1.239659237
1,bads,22,0.753081629,0.875927125,0,1.245265423
1,bads,23,0.406917322,0.662066858,0,2.267916906
1,bads,24,0.740068732,0.94685377,0,1.173815215
1,bads,26,0.382471585,0.491075743,0,3.635372674
1,bads,27,0.238587981,0.968140967,0,1.392308484
1,bads,28,0.641558167,0.718270027,0,1.638255793
1,bads,29,0.24611706,0.847496602,0,1.673614346
1,bads,30,0.008562053,0.358146321,0,3.779971197
1,bads,32,0.247740559,0.394382718,0,6.925188752
1,bads,33,0.246485219,0.920098026,0,1.492298449
1,bads,34,0.449604825,0.748028412,0,1.863796484
1,bads,35,0.140353907,0.365330697,0,6.284036355
1,bads,36,0.152398586,0.324827293,0,8.131113339
1,bads,37,0.731421307,0.763636822,0,1.420492866
1,bads,38,0.181385867,0.540364462,0,3.351641966
1,bads,39,0.027684839,0.010335006,0,3.059043319
1,bads,40,0.890717716,0.807984218,0,1.176987453
1,bads,41,0.184650664,0.086466994,0,5.678374749
1,bads,42,0.207704324,0.284744888,0,18.26920152
1,bads,44,0.855421476,0.926602172,0,1.101413993
1,bads,45,0.91298934,0.845790351,0,1.12188233
1,bads,46,0.759768915,0.910229467,0,1.198858687
1,bads,47,0.348800082,0.906180825,0,1.506983612
1,bads,48,0.099442867,0.881988671,0,1.53923202
1,bads,50,0.174239488,0.76447387,0,1.922995076
1,bads,51,0.124572012,0.324184746,0,6.862275901
1,bads,54,0.056244608,0.603293539,0,2.481783275
1,bads,55,0.420548474,0.703046748,0,2.065753573
1,bads,57,0.002058439,0.552948618,0,2.55443981
1,bads,60,0.701676196,0.701124672,0,1.566473127
1,bads,61,0.673955942,0.718680585,0,1.58232576
1,bads,62,0.882172462,0.909975339,0,1.094214071
1,bads,63,0.625085886,0.706047014,0,1.693533405
1,bads,64,0.754682862,0.794963936,0,1.346332267
1,bads,65,0.001044009,0.17538535,0,3.847678662
1,bads,68,0.350131317,0.975587157,0,1.365255458
1,bads,69,0.343327889,0.921151429,0,1.47577672
1,bads,70,0.585183519,0.927452175,0,1.323036731
1,bads,71,0.488737781,0.637846053,0,2.195706983
1,bads,73,0.001218085,0.652968589,0,2.111584562
1,bads,74,0.350872315,0.774968514,0,1.870655593
1,bads,75,0.086679267,0.144143344,0,5.138058741
1,bads,77,0.621261517,0.682487276,0,1.754438999
1,bads,79,0.231770877,0.305231016,0,17.19348912
1,bads,81,0.472462252,0.605130422,0,2.386321759
1,bads,83,0.5234705,0.838845393,0,1.540239744
1,bads,84,0.502788104,0.758763639,0,1.76024078
1,bads,85,0.243485949,0.490712277,0,4.152816995
1,bads,87,0.111846985,0.491600586,0,3.593100684
1,bads,88,0.338547619,0.529651229,0,3.409070181
1,bads,89,0.596853179,0.718033912,0,1.716594978
1,bads,92,0.08859249,0.973492807,0,1.349020139
1,bads,94,0.11991483,0.516474809,0,3.372322152
1,bads,95,0.397367412,0.445578207,0,4.083572375
1,bads,97,0.193421806,0.578335632,0,3.001428396
1,bads,98,0.533417783,0.73221161,0,1.787842957
1,bads,0,0.276115933,0.828880901,0,1.725715754
1,bads,1,0.234328875,0.088890456,0,6.177800243
1,bads,5,0.009092476,0.68760456,0,2.001865865
1,bads,6,0.898377761,0.970641474,0,1.031576073
1,bads,7,0.266506626,0.75042931,0,1.997198048
1,bads,9,0.270466391,0.899617055,0,1.538605043
1,bads,11,0.092826281,0.04350233,0,3.853432491
1,bads,12,0.109911051,0.436179517,0,4.291895845
1,bads,13,0.232775975,0.455642646,0,4.845836911
1,bads,14,0.852220298,0.857532345,0,1.168999247
1,bads,16,0.510463719,0.849430511,0,1.530049855
1,bads,17,0.444033007,0.450287976,0,3.586001589
1,bads,18,0.780816812,0.882335727,0,1.211240666
1,bads,20,0.232806455,0.296848772,0,20.03840854
1,bads,21,0.407480583,0.50878464,0,3.301038003
1,bads,23,0.020176224,0.734469643,0,1.864912958
1,bads,24,0.048760267,0.103097728,0,4.013582218
1,bads,25,0.802237602,0.907133888,0,1.165004897
1,bads,26,0.575258164,0.853480231,0,1.458678991
1,bads,28,0.145385373,0.033791734,0,4.163406802
1,bads,29,0.358474511,0.964583548,0,1.383566144
1,bads,31,0.166188992,0.449114845,0,4.628885253
1,bads,32,0.246367512,0.124550701,0,7.968008196
1,bads,34,0.831486842,0.809907288,0,1.238801601
1,bads,35,0.188717617,0.133630628,0,7.603439095
1,bads,36,0.015483866,0.948446491,0,1.35728157
1,bads,37,0.045040421,0.185728181,0,4.655480576
1,bads,39,0.353279581,0.317089398,0,8.119713737
1,bads,40,0.272848968,0.456676458,0,4.809180187
1,bads,41,0.122706401,0.497182055,0,3.596688847
1,bads,43,0.469769535,0.990211016,0,1.295090176
1,bads,48,0.150774754,0.52162674,0,3.458019428
1,bads,49,0.442882415,0.994668638,0,1.299979096
1,bads,50,0.374080187,0.437376509,0,4.449683914
1,bads,55,0.441079402,0.622345719,0,2.389415165
1,bads,56,0.532370953,0.635792666,0,2.09165964
1,bads,57,0.272334787,0.34437047,0,10.31167417
1,bads,58,0.182924457,0.111034747,0,6.480611929
1,bads,59,0.645791265,0.926437766,0,1.275964101
1,bads,60,0.53170871,0.595429585,0,2.243475851
1,bads,63,0.172354535,0.96371905,0,1.392893166
1,bads,64,0.282700921,0.564587386,0,3.161731145
1,bads,1,0.51246426,0.851948014,0,1.52281123
1,bads,3,0.970838606,0.895222696,0,1.033666619
1,bads,4,0.664235144,0.85620916,0,1.361987963
1,bads,5,0.790130496,0.930103156,0,1.15141887
1,bads,9,0.729014321,0.999421752,0,1.124314182
1,bads,10,0.170736081,0.636731204,0,2.533116973
1,bads,11,0.977367164,0.924719036,0,1.00793917
1,bads,12,0.062894507,0.329898223,0,4.915195426
1,bads,16,0.417251899,0.546934443,0,2.934289718
1,bads,17,0.910850014,0.984366101,0,1.012211954
1,bads,19,0.054528667,0.272744389,0,5.081556069
1,bads,21,0.475398629,0.915575309,0,1.423071237
1,bads,22,0.077141393,0.884352428,0,1.52095327
1,bads,24,0.121987744,0.539417799,0,3.159911771
1,bads,26,0.976553094,0.927298419,0,1.006761694
1,bads,27,0.537736706,0.852586197,0,1.497545506
1,bads,29,0.622113749,0.844652396,0,1.425548813
1,bads,30,0.433038051,0.92836474,0,1.423234648
1,bads,31,0.372381111,0.936850072,0,1.433347228
1,bads,33,0.054284992,0.215045384,0,5.02987887
1,bads,35,0.510017005,0.5376527,0,2.578956805
1,bads,37,0.927250379,0.897329214,0,1.067397453
1,bads,38,0.145114395,0.890091109,0,1.541716962
1,bads,40,0.294682813,0.28927783,0,16.80897404
1,bads,0,0.622951953,0.800265996,0,1.504336401
1,bads,1,0.102427889,0.478045162,0,3.681496776
1,bads,5,0.075450477,0.680152074,0,2.154160375
1,bads,6,0.36400008,0.672067223,0,2.287325078
1,bads,12,0.79588043,0.748138555,0,1.353171964
1,bads,14,0.678149684,0.694120885,0,1.621029774
1,bads,15,0.069017883,0.384316849,0,4.436977209
1,bads,17,0.070698129,0.73207422,0,1.944242603
1,bads,18,0.028391634,0.099527295,0,3.733207061
1,bads,19,0.292690071,0.248566572,0,23.41145668
1,bads,20,0.587407451,0.592985882,0,2.078453687
1,bads,1,0.2128829,0.47164861,0,4.449686714
1,bads,2,0.006420954,0.175036455,0,3.923823565
1,bads,3,0.228615193,0.388195901,0,7.150994759
1,bads,4,0.167685647,0.344386477,0,7.984821611
1,bads,5,0.538547886,0.952778138,0,1.316294354
1,bads,6,0.321983497,0.677690808,0,2.305708438
1,bads,7,0.264176626,0.384408887,0,7.39894242
1,bads,9,0.219169125,0.507469984,0,3.856397874
1,bads,10,0.072890589,0.520900891,0,3.089673194
1,bads,0,0.528963448,0.610255483,0,2.194731994
1,bads,1,0.688042779,0.828993605,0,1.377359419
1,bads,2,0.453427266,0.694476208,0,2.045756678
1,bads,6,0.333883623,0.766502008,0,1.911061767
1,bads,0,0.18829095,0.075231723,0,5.39540754
1,bads,1,0.461051893,0.931036501,0,1.402545764
1,bads,3,0.539626958,0.603506895,0,2.188173855
1,bads,1,0.076463546,0.144394498,0,4.92262016
1,bads,2,0.190505646,0.092562565,0,5.94164122
1,bads,0,0.450186117,0.781552337,0,1.760567832
1,bads,1,0.027583024,0.995117621,0,1.285999914
2,cfacts,0,0.308455938,0.209287783,1,14.0378272
2,cfacts,1,0.372972237,0.24526501,1,8.125895309
2,cfacts,2,0.359871588,0.31729941,1,7.761276981
2,cfacts,3,0.304580198,0.131046048,1,7.640705835
2,cfacts,4,0.384499365,0.27811538,1,7.277674631
2,cfacts,5,0.299113981,0.078349935,1,5.601038822
2,cfacts,6,0.299113981,0.199605677,1,14.2108393
2,cfacts,7,0.329489025,0.078349935,1,5.286474952
2,cfacts,8,0.384499365,0.107421725,1,5.101865269
2,cfacts,9,0.361019196,0.074311504,1,4.81171396
2,cfacts,10,0.497594714,0.139410837,1,3.68772516
2,cfacts,11,0.487525213,0.157379449,1,3.922419463
2,cfacts,12,0.523947944,0.280866531,1,3.62737603
2,cfacts,13,0.400295517,0.023830229,1,3.6825105
2,cfacts,14,0.535854831,0.33576407,1,3.350719156
2,cfacts,15,0.438854515,0.007999753,1,3.257654818
2,cfacts,16,0.557084868,0.178182444,1,3.170868437
2,cfacts,17,0.559125613,0.074311504,1,2.812440612
2,cfacts,18,0.578258263,0.228919492,1,3.04011935
2,cfacts,19,0.58707795,0.34689818,1,2.851204552
2,cfacts,20,0.535665612,0.060316537,1,2.916249447
2,cfacts,21,0.592561389,0.247917703,1,2.919130868
2,cfacts,22,0.55626357,0.41620974,1,2.869785443
2,cfacts,23,0.600005295,0.247083347,1,2.857000439
2,cfacts,24,0.573552852,0.393576294,1,2.825032342
2,cfacts,25,0.597618699,0.326524154,1,2.809446494
2,cfacts,26,0.615739508,0.267293281,1,2.731135153
2,cfacts,27,0.515570515,0.514886158,1,2.666028078
2,cfacts,28,0.632608894,0.308978504,1,2.583125468
2,cfacts,29,0.576542725,0.025788518,1,2.524568895
2,cfacts,30,0.540446573,0.522597269,1,2.510467859
2,cfacts,31,0.565127837,0.501852603,1,2.478900713
2,cfacts,32,0.579419181,0.51264629,1,2.373562844
2,cfacts,33,0.605060276,0.015061059,1,2.348789483
2,cfacts,34,0.680434379,0.2976886,1,2.309105795
2,cfacts,35,0.649463499,0.418620625,1,2.306303469
2,cfacts,36,0.681331282,0.32896344,1,2.28050379
2,cfacts,37,0.673309439,0.393473504,1,2.237323873
2,cfacts,38,0.70856272,0.255160827,1,2.180588679
2,cfacts,39,0.716553327,0.086193091,1,2.022350305
2,cfacts,40,0.651975768,0.592756151,1,1.892981217
2,cfacts,41,0.784666535,0.325380722,1,1.852008871
2,cfacts,42,0.384499365,0.008293837,1,3.615225306
2,cfacts,43,0.737695098,0.489337251,1,1.840747347
2,cfacts,5,0.678085883,0.126178247,1,2.243995712
2,cfacts,7,0.97287614,0.59599466,1,1.247796642
2,cfacts,8,0.681592855,0.448352626,1,2.105304414
2,cfacts,9,0.697551839,0.188283424,1,2.213431942
2,cfacts,11,0.68817856,0.044450901,1,2.06613827
2,cfacts,12,0.40433188,0.124065193,1,5.020253357
2,cfacts,14,0.325183054,0.246323718,1,13.28499699
2,cfacts,18,0.795068022,0.495594984,1,1.672680437
2,cfacts,21,0.990458385,0.483731626,1,1.287876098
2,cfacts,22,0.340054396,0.27309744,1,10.75624185
2,cfacts,23,0.701454147,0.458580617,1,2.010820298
2,cfacts,24,0.815508318,0.086628246,1,1.698848516
2,cfacts,25,0.859179412,0.055545926,1,1.563814021
2,cfacts,27,0.265441771,0.009441331,1,4.148451977
2,cfacts,28,0.757485062,0.202759598,1,1.962019004
2,cfacts,31,0.96167913,0.220476665,1,1.403920114
2,cfacts,32,0.66071444,0.498312166,1,2.083580761
2,cfacts,33,0.764080887,0.547028604,1,1.684291539
2,cfacts,38,0.777359844,0.344941031,1,1.866236205
2,cfacts,40,0.95327521,0.551804389,1,1.306679552
2,cfacts,43,0.579009284,0.149541205,1,2.906938934
2,cfacts,45,0.655066827,0.13486687,1,2.374668816
2,cfacts,50,0.909083977,0.582141396,1,1.354931959
2,cfacts,51,0.641598734,0.258470223,1,2.553037257
2,cfacts,52,0.679565383,0.247452493,1,2.327893387
2,cfacts,53,0.848481855,0.403185063,1,1.618711798
2,cfacts,55,0.864485324,0.590583001,1,1.423368225
2,cfacts,7,0.63643157,0.522527714,1,2.114771297
2,cfacts,11,0.597152033,0.560158497,1,2.148115806
2,cfacts,13,0.771660503,0.283573526,1,1.91299776
2,cfacts,18,0.929076826,0.782401839,1,1.158882336
2,cfacts,20,0.642825864,0.50254322,1,2.141321549
2,cfacts,21,0.859341218,0.027378676,1,1.541461691
2,cfacts,24,0.877668108,0.522230574,1,1.461643535
2,cfacts,25,0.720503456,0.540168219,1,1.809022062
2,cfacts,27,0.433754837,0.048904642,1,3.67098728
2,cfacts,1,0.901314106,0.170769898,1,1.524122031
2,cfacts,2,0.590250419,0.257935317,1,2.938212849
2,cfacts,3,0.860201909,0.316972477,1,1.629019547
2,cfacts,4,0.473054673,0.350628173,1,4.086591442
2,cfacts,10,0.954052294,0.431477404,1,1.375392629
2,cfacts,15,0.651165109,0.074757399,1,2.284299535
2,cfacts,17,0.345046542,0.30021198,1,9.302793274
2,cfacts,0,0.505774818,0.311423425,1,3.801605548
2,cfacts,2,0.915255263,0.449609835,1,1.439767799
2,cfacts,7,0.574656332,0.026308079,1,2.536406586
2,cfacts,8,0.551573335,0.053542684,1,2.778400061
2,cfacts,10,0.605858345,0.360482933,1,2.683738101
2,cfacts,11,0.609933306,0.373115941,1,2.62876309
2,cfacts,2,0.684589945,0.403085492,1,2.170307807
2,cfacts,3,0.913439506,0.424778148,1,1.45756586
2,cfacts,4,0.953281482,0.72772439,1,1.176205719
2,cfacts,5,0.92028915,0.447458987,1,1.431088859
2,cfacts,0,0.399619645,0.268529194,1,6.632943668
2,cfacts,1,0.947129296,0.776319686,1,1.144820128
2,cfacts,0,0.662211233,0.443033165,1,2.196980422
2,bads,0,0.579318523,0.993427424,0,1.22985785
2,bads,1,0.388067458,0.819228938,0,1.707259887
2,bads,2,0.074081301,0.925754807,0,1.4320947
2,bads,3,0.672724478,0.859489521,0,1.348187144
2,bads,4,0.213708474,0.831951178,0,1.715025579
2,bads,6,0.485285199,0.855548533,0,1.539284865
2,bads,10,0.557316406,0.993045559,0,1.243642508
2,bads,13,0.448024512,0.9059796,0,1.459390755
2,bads,15,0.408537584,0.806336247,0,1.728655126
2,bads,16,0.266159681,0.554158399,0,3.283130207
2,bads,17,0.267891556,0.591980968,0,2.920145687
2,bads,19,0.501709992,0.533744188,0,2.636433758
2,bads,20,0.532558605,0.734457908,0,1.783047312
2,bads,26,0.055899149,0.822600679,0,1.653973623
2,bads,29,0.004000905,0.9290395,0,1.384608405
2,bads,30,0.132388388,0.096077085,0,5.162274176
2,bads,34,0.466853858,0.783870429,0,1.735412353
2,bads,35,0.242724456,0.209713171,0,24.42687427
2,bads,36,0.454262541,0.700013417,0,2.023465563
2,bads,37,0.907564531,0.948730155,0,1.042223809
2,bads,39,0.028535184,0.710210268,0,1.958000393
2,bads,41,0.418296665,0.513479401,0,3.198544251
2,bads,42,0.910067766,0.969929276,0,1.023831839
2,bads,44,0.126530601,0.848778764,0,1.635654463
2,bads,46,0.368457033,0.400688494,0,5.21717972
2,bads,47,0.176016244,0.33622439,0,8.801697892
2,bads,48,0.255087305,0.595276335,0,2.895916605
2,bads,49,0.00934849,0.826637201,0,1.600412604
2,bads,54,0.271821415,0.595972359,0,2.884672159
2,bads,0,0.227779698,0.907529851,0,1.519975835
2,bads,1,0.077295591,0.502770823,0,3.266510717
2,bads,2,0.983092967,0.863351363,0,1.046203014
2,bads,3,0.840841062,0.801787899,0,1.236961709
2,bads,4,0.220819034,0.795760779,0,1.829691065
2,bads,5,0.091085013,0.858005533,0,1.591266247
2,bads,6,0.953903706,0.864640544,0,1.070107393
2,bads,8,0.1931218,0.259384982,0,17.34687568
2,bads,9,0.514074329,0.806927761,0,1.622419628
2,bads,10,0.393549339,0.629845354,0,2.462659011
2,bads,12,0.359803042,0.583736919,0,2.84627758
2,bads,14,0.506114965,0.591733386,0,2.34161485
2,bads,15,0.124622927,0.949404278,0,1.407354291
2,bads,16,0.149425925,0.433906502,0,4.770743369
2,bads,17,0.131849646,0.640705648,0,2.449903253
2,bads,19,0.294559906,0.306434291,0,13.90712382
2,bads,22,0.190783395,0.640078408,0,2.534548737
2,bads,23,0.002399943,0.410359598,0,3.389908636
2,bads,26,0.78607738,0.85615316,0,1.235792235
2,bads,28,0.79174882,0.749848658,0,1.356637992
2,bads,0,0.68125388,0.88468672,0,1.303207184
2,bads,5,0.04199117,0.430289017,0,3.63283932
2,bads,6,0.459322444,0.766963185,0,1.792970545
2,bads,7,0.635107744,0.65305828,0,1.793844041
2,bads,8,0.685490542,0.938302145,0,1.227745599
2,bads,9,0.804095629,0.921288512,0,1.14885606
2,bads,11,0.055571195,0.488720645,0,3.248018495
2,bads,12,0.355402871,0.605992973,0,2.693463954
2,bads,13,0.344987642,0.344093385,0,7.479321277
2,bads,14,0.228331525,0.404339489,0,6.416296868
2,bads,16,0.122347493,0.252083834,0,7.832723438
2,bads,18,0.009789842,0.132413172,0,3.739066829
2,bads,19,0.985254284,0.918048916,0,1.006621074
2,bads,1,0.203734762,0.632355064,0,2.596431758
2,bads,3,0.737485538,0.744630587,0,1.439927624
2,bads,4,0.249331136,0.023524864,0,4.415476483
2,bads,5,0.315256847,0.924129593,0,1.476492658
2,bads,6,0.514440061,0.648978045,0,2.08918095
2,bads,9,0.715228438,0.815391565,0,1.365761991
2,bads,12,0.902532837,0.953939039,0,1.041819698
2,bads,0,0.856619533,0.79384089,0,1.227432665
2,bads,1,0.007390242,0.511158945,0,2.80536653
2,bads,6,0.436414152,0.636858459,0,2.328670895
2,bads,2,0.51168346,0.664084418,0,2.04147905
3,cfacts,0,0.299113981,0.199605677,1,14.2108393
3,cfacts,1,0.325183054,0.246323718,1,13.28499699
3,cfacts,2,0.308455938,0.209287783,1,14.0378272
3,cfacts,3,0.345046542,0.30021198,1,9.302793274
3,cfacts,4,0.384499365,0.27811538,1,7.277674631
3,cfacts,5,0.399619645,0.268529194,1,6.632943668
3,cfacts,6,0.399619645,0.078349935,1,4.39163795
3,cfacts,7,0.523947944,0.124404961,1,3.31822209
3,cfacts,8,0.299113981,0.078349935,1,5.601038822
3,cfacts,9,0.361019196,0.074311504,1,4.81171396
3,cfacts,10,0.40433188,0.157379449,1,5.55582173
3,cfacts,11,0.497594714,0.350628173,1,3.741641664
3,cfacts,12,0.384499365,0.157379449,1,6.123497143
3,cfacts,13,0.497594714,0.139410837,1,3.68772516
3,cfacts,14,0.438854515,0.048904642,1,3.624869254
3,cfacts,15,0.40433188,0.280866531,1,6.353713096
3,cfacts,16,0.590250419,0.008293837,1,2.39599345
3,cfacts,17,0.522631913,0.352455537,1,3.433502002
3,cfacts,18,0.578258263,0.33576407,1,2.947443093
3,cfacts,19,0.40433188,0.124065193,1,5.020253357
3,cfacts,20,0.438854515,0.007999753,1,3.257654818
3,cfacts,21,0.578258263,0.228919492,1,3.04011935
3,cfacts,22,0.590250419,0.257935317,1,2.938212849
3,cfacts,23,0.592561389,0.247917703,1,2.919130868
3,cfacts,24,0.535665612,0.060316537,1,2.916249447
3,cfacts,25,0.579009284,0.149541205,1,2.906938934
3,cfacts,26,0.600005295,0.247083347,1,2.857000439
3,cfacts,27,0.58707795,0.34689818,1,2.851204552
3,cfacts,28,0.573552852,0.393576294,1,2.825032342
3,cfacts,29,0.559125613,0.074311504,1,2.812440612
3,cfacts,30,0.597618699,0.326524154,1,2.809446494
3,cfacts,31,0.551573335,0.053542684,1,2.778400061
3,cfacts,32,0.605858345,0.360482933,1,2.683738101
3,cfacts,33,0.515570515,0.514886158,1,2.666028078
3,cfacts,34,0.609933306,0.373115941,1,2.62876309
3,cfacts,35,0.632608894,0.308978504,1,2.583125468
3,cfacts,36,0.641598734,0.258470223,1,2.553037257
3,cfacts,37,0.574656332,0.026308079,1,2.536406586
3,cfacts,38,0.576542725,0.025788518,1,2.524568895
3,cfacts,39,0.540446573,0.522597269,1,2.510467859
3,cfacts,40,0.565127837,0.501852603,1,2.478900713
3,cfacts,41,0.655066827,0.13486687,1,2.374668816
3,cfacts,42,0.304580198,0.131046048,1,7.640705835
3,cfacts,43,0.916615501,0.24526501,1,1.500077291
3,cfacts,1,0.732217704,0.246718925,1,2.073704149
3,cfacts,5,0.776342313,0.188494984,1,1.887064222
3,cfacts,6,0.974815217,0.823013893,1,1.082297974
3,cfacts,8,0.931571357,0.629431944,1,1.281937384
3,cfacts,10,0.81343828,0.234372779,1,1.774135037
3,cfacts,11,0.65031251,0.491048556,1,2.140025335
3,cfacts,13,0.691214864,0.376077002,1,2.17924426
3,cfacts,15,0.808494592,0.05595591,1,1.691349449
3,cfacts,16,0.944748723,0.565928269,1,1.310258793
3,cfacts,17,0.565338231,0.355266597,1,3.008022099
3,cfacts,18,0.929714987,0.382595239,1,1.443986546
3,cfacts,19,0.480304142,0.469004298,1,3.146539005
3,cfacts,30,0.811471576,0.622359194,1,1.484291141
3,cfacts,37,0.346277324,0.177016663,1,8.277223845
3,cfacts,43,0.45575863,0.312100108,1,4.652771679
3,cfacts,44,0.928332857,0.575683771,1,1.328963346
3,cfacts,45,0.790636086,0.371286469,1,1.8048137
