generation,type,ind,X1,X2,prediction,fitness
28,bads,5,0.002060167,0.434637153,0,3.234822676
28,bads,6,0.32970302,0.62004606,0,2.64178289
28,bads,8,0.461359619,0.994738729,0,1.291738852
28,bads,9,0.3716172,0.498380557,0,3.615894186
28,bads,10,0.352319796,0.533435148,0,3.318528414
28,bads,11,0.025278248,0.999940294,0,1.277325365
28,bads,12,0.186765537,0.910406056,0,1.507325921
28,bads,13,0.225253472,0.249175964,0,40.38732343
28,bads,0,0.027573769,0.723785756,0,1.910588786
28,bads,4,0.821154513,0.766682891,0,1.298396185
28,bads,6,0.009817615,0.029384005,0,3.066287601
28,bads,9,0.094931204,0.112577348,0,4.826284227
28,bads,0,0.178812635,0.678920286,0,2.299973621
28,bads,2,0.080967284,0.130061336,0,4.824822017
28,bads,3,0.551774752,0.546960305,0,2.361925908
28,bads,0,0.142246414,0.171410609,0,7.498028548
28,bads,2,0.518536399,0.858275071,0,1.503954351
28,bads,0,0.276410324,0.201571019,0,18.12834693
28,bads,1,0.135677576,0.905417564,0,1.503051248
29,cfacts,0,0.298113661,0.218967864,1,17.46630224
29,cfacts,1,0.307643815,0.223750056,1,15.78798232
29,cfacts,2,0.292921463,0.204674064,1,16.01960982
29,cfacts,3,0.324380068,0.270144038,1,12.97697412
29,cfacts,4,0.342077203,0.21479548,1,10.14427865
29,cfacts,5,0.395382972,0.215170191,1,6.689101757
29,cfacts,6,0.348209314,0.098027623,1,5.526576684
29,cfacts,7,0.395382972,0.320967082,1,6.181261295
29,cfacts,8,0.362686755,0.064627345,1,4.609649677
29,cfacts,9,0.426441489,0.151424872,1,4.947788435
29,cfacts,10,0.397177863,0.098027623,1,4.726828776
29,cfacts,11,0.382824699,0.09579804,1,4.913506911
29,cfacts,12,0.403110395,0.38393241,1,4.915878846
29,cfacts,13,0.456532591,0.253294357,1,4.841235017
29,cfacts,14,0.287070364,0.064627345,1,5.28980348
29,cfacts,15,0.397177863,0.231936391,1,6.74389677
29,cfacts,16,0.426441489,0.163683229,1,5.091041034
29,cfacts,17,0.412213052,0.38393241,1,4.753775076
29,cfacts,18,0.382824699,0.09579804,1,4.913506911
29,cfacts,19,0.287070364,0.049790996,1,4.911301252
29,cfacts,20,0.456532591,0.259262496,1,4.836988953
29,cfacts,21,0.438173298,0.163683229,1,4.830310595
29,cfacts,22,0.458700063,0.231936391,1,4.773717797
29,cfacts,23,0.412213052,0.111865191,1,4.693527216
29,cfacts,24,0.404171469,0.098027623,1,4.619322248
29,cfacts,25,0.321683825,0.045410069,1,4.612871449
29,cfacts,26,0.465408435,0.217477804,1,4.590320993
29,cfacts,27,0.45486242,0.168661634,1,4.536813722
29,cfacts,28,0.470162282,0.235230404,1,4.531917806
29,cfacts,29,0.423005842,0.108191131,1,4.470313477
29,cfacts,30,0.445827773,0.134943132,1,4.402826276
29,cfacts,31,0.479611739,0.215476217,1,4.306767923
29,cfacts,32,0.286510506,0.017760661,1,4.253658547
29,cfacts,33,0.464229783,0.355185379,1,4.190069689
29,cfacts,34,0.407031771,0.069390396,1,4.178332734
29,cfacts,35,0.471368438,0.154199799,1,4.145786477
29,cfacts,36,0.463501796,0.367114861,1,4.10654564
29,cfacts,37,0.486777944,0.332063404,1,3.9904917
29,cfacts,38,0.377833157,0.351718152,1,6.121287968
29,cfacts,39,0.56711053,0.312321476,1,3.09428433
29,cfacts,40,0.573649507,0.222495548,1,3.078665138
29,cfacts,41,0.524356866,0.06663773,1,3.030394694
29,cfacts,42,0.618736844,0.272439005,1,2.706953634
29,cfacts,43,0.362686755,0.140570622,1,6.366316099
29,cfacts,44,0.400132859,0.151424872,1,5.567862189
29,cfacts,45,0.934626246,0.293153052,1,1.457758037
29,cfacts,2,0.832706486,0.467593804,1,1.607696445
29,cfacts,7,0.965337445,0.293901418,1,1.395316396
29,cfacts,8,0.49470588,0.333624406,1,3.866974605
29,cfacts,10,0.989851077,0.423697243,1,1.315846032
29,cfacts,11,0.733706672,0.544129766,1,1.766430316
29,cfacts,13,0.397855969,0.100483903,1,4.75563002
29,cfacts,18,0.955087167,0.167746108,1,1.408711155
29,cfacts,19,0.411777598,0.103945363,1,4.588124004
29,cfacts,20,0.987513903,0.611141276,1,1.217747903
29,cfacts,21,0.533796726,0.049598723,1,2.878353362
29,cfacts,25,0.789231867,0.195714461,1,1.845163153
29,cfacts,28,0.760833816,0.558269788,1,1.676047476
29,cfacts,29,0.931115654,0.032002516,1,1.398305431
29,cfacts,31,0.782938041,0.096961074,1,1.803503882
29,cfacts,34,0.838097007,0.721944337,1,1.326174169
29,cfacts,35,0.723931284,0.147222008,1,2.062078446
29,cfacts,39,0.923156435,0.353752908,1,1.468202041
29,cfacts,44,0.874709864,0.609694484,1,1.387227384
29,cfacts,45,0.6010508,0.366227022,1,2.704230219
29,cfacts,46,0.534799198,0.153226085,1,3.324557491
29,cfacts,47,0.997415892,0.028923601,1,1.282995012
29,cfacts,49,0.965234333,0.740038416,1,1.153395785
29,cfacts,52,0.931957225,0.034910892,1,1.398459185
29,cfacts,53,0.641428939,0.372633928,1,2.437895662
29,cfacts,0,0.458574315,0.351888405,1,4.307924698
29,cfacts,1,0.915035907,0.495771086,1,1.410443992
29,cfacts,4,0.819671467,0.244401502,1,1.755312967
29,cfacts,5,0.858853479,0.213048339,1,1.639414791
29,cfacts,6,0.907762656,0.698922114,1,1.255719905
29,cfacts,9,0.993326365,0.851455706,1,1.045826556
29,cfacts,10,0.578265513,0.052236456,1,2.609368553
29,cfacts,11,0.997653254,0.453028387,1,1.290772977
29,cfacts,14,0.7073869,0.4204793,1,2.048655775
29,cfacts,15,0.849957557,0.400370571,1,1.616776564
29,cfacts,16,0.86162236,0.501564252,1,1.512088638
29,cfacts,17,0.602686164,0.096120624,1,2.598793384
29,cfacts,18,0.450141073,0.185882836,1,4.758266787
29,cfacts,19,0.688575535,0.192465166,1,2.260738627
29,cfacts,22,0.653400659,0.509194182,1,2.085535372
29,cfacts,23,0.424315062,0.291893294,1,5.577912958
29,cfacts,25,0.793549467,0.549261994,1,1.61163805
29,cfacts,27,0.791523069,0.122364602,1,1.797392784
29,cfacts,0,0.78520304,0.616688235,1,1.541378222
29,cfacts,4,0.729642754,0.582921086,1,1.712736537
29,cfacts,7,0.422913716,0.33137684,1,5.232709542
29,cfacts,8,0.939888743,0.482357174,1,1.373688149
29,cfacts,10,0.841425899,0.150102001,1,1.66721276
29,cfacts,11,0.829499438,0.755850617,1,1.300012667
29,cfacts,3,0.951864841,0.66385007,1,1.22730697
29,cfacts,5,0.365582535,0.001685556,1,3.6510119
29,cfacts,2,0.937470512,0.601840566,1,1.294876819
29,cfacts,2,0.54433286,0.359470129,1,3.184397823
29,cfacts,0,0.600198367,0.253394461,1,2.855390319
29,cfacts,0,0.620046463,0.284062371,1,2.690987033
29,bads,0,0.449673686,0.703548501,0,2.017935103
29,bads,1,0.290991053,0.309757161,0,13.79975422
29,bads,3,0.198727164,0.84728032,0,1.668120688
29,bads,4,0.325904007,0.492115603,0,3.941121714
29,bads,5,0.525242922,0.658607739,0,2.029776208
29,bads,6,0.131312432,0.538892705,0,3.201812234
29,bads,9,0.209881774,0.414584897,0,5.90305397
29,bads,12,0.080304982,0.43315169,0,4.005099631
29,bads,14,0.145610744,0.84633385,0,1.651795916
29,bads,15,0.255938265,0.638326079,0,2.574854364
29,bads,16,0.797348638,0.944874903,0,1.130508981
29,bads,17,0.698232264,0.845075242,0,1.342279817
29,bads,22,0.499058676,0.90942273,0,1.418662997
29,bads,23,0.036172138,0.650019121,0,2.204667553
29,bads,24,0.260618975,0.906087752,0,1.523986754
29,bads,26,0.016626398,0.3969524,0,3.625992044
29,bads,27,0.230770711,0.07856896,0,5.796895226
29,bads,30,0.079467837,0.602554034,0,2.553417975
29,bads,32,0.215525757,0.634518437,0,2.590265918
29,bads,33,0.0696322,0.34291071,0,4.928743743
29,bads,36,0.016293397,0.983693495,0,1.298674006
29,bads,37,0.581512546,0.580896275,0,2.134954888
29,bads,38,0.908162582,0.862116429,0,1.112578687
29,bads,40,0.669584292,0.710314841,0,1.605525879
29,bads,41,0.34764029,0.804375616,0,1.776487737
29,bads,42,0.149036637,0.785445452,0,1.835262716
29,bads,43,0.040794625,0.222348724,0,4.738778683
29,bads,48,0.523247872,0.900602628,0,1.417124236
29,bads,50,0.747307994,0.982825839,0,1.129133623
29,bads,51,0.322452661,0.641241941,0,2.513232097
29,bads,2,0.302271037,0.643722628,0,2.517767559
29,bads,3,0.058786921,0.642276214,0,2.291487083
29,bads,7,0.443600368,0.79019951,0,1.742634743
29,bads,8,0.512597035,0.54869162,0,2.514389804
29,bads,12,0.275575555,0.908329136,0,1.517852041
29,bads,13,0.1728011,0.199044201,0,10.81086545
29,bads,20,0.587497575,0.642379148,0,1.932151591
29,bads,21,0.279173629,0.624426892,0,2.662678259
29,bads,24,0.194360115,0.264261012,0,17.40994649
29,bads,26,0.071303991,0.824176151,0,1.662951083
29,bads,28,0.354385354,0.620069874,0,2.600711947
29,bads,29,0.113840524,0.580511675,0,2.797518887
29,bads,1,0.452095991,0.76279418,0,1.814285558
29,bads,2,0.008794355,0.921807474,0,1.400959514
29,bads,3,0.162363361,0.923604064,0,1.472144909
29,bads,5,0.120749028,0.637952118,0,2.44548736
29,bads,6,0.300517418,0.705903006,0,2.180105878
29,bads,9,0.368379693,0.991011292,0,1.332609199
29,bads,0,0.039561705,0.338469479,0,4.380611881
29,bads,1,0.227198553,0.510794297,0,3.819867666
29,bads,2,0.114944506,0.360730797,0,5.7258617
29,bads,4,0.507219824,0.600478544,0,2.300235279
29,bads,0,0.915706801,0.9303534,0,1.050569543
29,bads,1,0.348730365,0.419448388,0,5.099092267
29,bads,3,0.199582747,0.328022803,0,10.76485685
29,bads,0,0.178788929,0.134743563,0,7.381116501
29,bads,1,0.25229773,0.637759983,0,2.578869631
29,bads,1,0.24434331,0.962880653,0,1.402715189
29,bads,0,0.139494759,0.513024343,0,3.505144315
29,bads,0,0.606560293,0.610234737,0,1.972941945
29,bads,0,0.251044209,0.535145009,0,3.506964048
30,cfacts,0,0.298113661,0.218967864,1,17.46630224
30,cfacts,1,0.292921463,0.204674064,1,16.01960982
30,cfacts,2,0.307643815,0.223750056,1,15.78798232
30,cfacts,3,0.342077203,0.270144038,1,10.60952354
30,cfacts,4,0.324380068,0.21479548,1,12.15204737
30,cfacts,5,0.397177863,0.231936391,1,6.74389677
30,cfacts,6,0.362686755,0.140570622,1,6.366316099
30,cfacts,7,0.377833157,0.351718152,1,6.121287968
30,cfacts,8,0.400132859,0.385516018,1,4.944411802
30,cfacts,9,0.426441489,0.163683229,1,5.091041034
30,cfacts,10,0.348209314,0.151424872,1,7.186600249
30,cfacts,11,0.403110395,0.38393241,1,4.915878846
30,cfacts,12,0.382824699,0.151424872,1,6.045695487
30,cfacts,13,0.382824699,0.09579804,1,4.913506911
30,cfacts,14,0.287070364,0.151424872,1,9.495315655
30,cfacts,15,0.456532591,0.253294357,1,4.841235017
30,cfacts,16,0.438173298,0.163683229,1,4.830310595
30,cfacts,17,0.458700063,0.259262496,1,4.786853256
30,cfacts,18,0.450141073,0.185882836,1,4.758266787
30,cfacts,19,0.397855969,0.100483903,1,4.75563002
30,cfacts,20,0.412213052,0.38393241,1,4.753775076
30,cfacts,21,0.397177863,0.098027623,1,4.726828776
30,cfacts,22,0.412213052,0.111865191,1,4.693527216
30,cfacts,23,0.321683825,0.045410069,1,4.612871449
30,cfacts,24,0.362686755,0.064627345,1,4.609649677
30,cfacts,25,0.45486242,0.168661634,1,4.536813722
30,cfacts,26,0.470162282,0.235230404,1,4.531917806
30,cfacts,27,0.445827773,0.134943132,1,4.402826276
30,cfacts,28,0.458574315,0.351888405,1,4.307924698
30,cfacts,29,0.286510506,0.017760661,1,4.253658547
30,cfacts,30,0.464229783,0.355185379,1,4.190069689
30,cfacts,31,0.463501796,0.367114861,1,4.10654564
30,cfacts,32,0.400132859,0.385516018,1,4.944411802
30,cfacts,33,0.49470588,0.333624406,1,3.866974605
30,cfacts,34,0.365582535,0.001685556,1,3.6510119
30,cfacts,35,0.534799198,0.153226085,1,3.324557491
30,cfacts,36,0.638558088,0.211144548,1,2.56084563
30,cfacts,37,0.969781744,0.245239428,1,1.389279649
30,cfacts,2,0.585124831,0.401133741,1,2.720143895
30,cfacts,3,0.65545027,0.490222526,1,2.121919312
30,cfacts,4,0.900697803,0.233946596,1,1.53634422
30,cfacts,6,0.966140062,0.064878499,1,1.351935903
30,cfacts,7,0.546509612,0.354518243,1,3.180747602
30,cfacts,12,0.70622056,0.46741422,1,1.978719942
30,cfacts,13,0.717149934,0.321448922,1,2.116033644
30,cfacts,14,0.442408337,0.329724096,1,4.801431588
30,cfacts,19,0.355714268,0.262174522,1,9.397348565
30,cfacts,21,0.344812905,0.20236921,1,9.424665023
30,cfacts,22,0.996407665,0.181333861,1,1.334116909
30,cfacts,23,0.902830684,0.231307712,1,1.531163227
30,cfacts,24,0.725110056,0.194353097,1,2.090485595
30,cfacts,28,0.85679107,0.611274401,1,1.416034912
30,cfacts,29,0.77032762,0.676932899,1,1.485747102
30,cfacts,30,0.629552392,0.245321033,1,2.634482211
30,cfacts,32,0.944016262,0.73540797,1,1.180744143
30,cfacts,35,0.749394866,0.394457824,1,1.923563228
30,cfacts,36,0.970267635,0.67752496,1,1.193896404
30,cfacts,46,0.373162853,0.068674924,1,4.56208028
30,cfacts,47,0.993576035,0.580772197,1,1.228761284
30,cfacts,52,0.356989903,0.244890762,1,9.3360371
30,cfacts,54,0.980678516,0.770225798,1,1.114884725
30,cfacts,55,0.65029151,0.065849988,1,2.269537859
30,cfacts,61,0.734827001,0.433210007,1,1.929426767
30,cfacts,4,0.924309895,0.274379238,1,1.482029374
30,cfacts,5,0.913351214,0.466811156,1,1.432903135
30,cfacts,7,0.835091868,0.116456418,1,1.666281657
30,cfacts,8,0.892158837,0.299357226,1,1.552667546
30,cfacts,10,0.414485493,0.047290458,1,3.830696887
30,cfacts,14,0.394866319,0.094199322,1,4.700480306
30,cfacts,15,0.629050872,0.029629862,1,2.280737104
30,cfacts,23,0.829325092,0.662725509,1,1.40585959
30,cfacts,25,0.483484053,0.178186427,1,4.093687915
30,cfacts,27,0.580636214,0.491108205,1,2.443728318
30,cfacts,28,0.45876075,0.351502677,1,4.307950592
30,cfacts,32,0.473172248,0.418135289,1,3.578846677
30,cfacts,33,0.994232218,0.27413454,1,1.342960676
30,cfacts,35,0.994638873,0.589375095,1,1.222002257
30,cfacts,36,0.46514028,0.164960907,1,4.322690792
30,cfacts,0,0.285117736,0.058056918,1,5.124809782
30,cfacts,1,0.947673918,0.709358314,1,1.197146472
30,cfacts,2,0.750374403,0.149366198,1,1.959271923
30,cfacts,3,0.515520383,0.224229567,1,3.748574933
30,cfacts,4,0.81577024,0.594759546,1,1.509349955
30,cfacts,6,0.912003458,0.205272334,1,1.507130091
30,cfacts,7,0.563710609,0.280478982,1,3.172712188
30,cfacts,8,0.922627353,0.06656619,1,1.434326843
30,cfacts,15,0.585353282,0.344301445,1,2.870594863
30,cfacts,16,0.878532183,0.261902417,1,1.590723234
30,cfacts,17,0.567828261,0.31666273,1,3.079347816
30,cfacts,19,0.614946963,0.554693503,1,2.10340219
30,cfacts,20,0.770497689,0.536558516,1,1.683030406
30,cfacts,21,0.899209966,0.093927537,1,1.497663643
30,cfacts,2,0.493597633,0.149828231,1,3.796654148
30,cfacts,4,0.805101246,0.475131889,1,1.669400785
30,cfacts,6,0.700288089,0.071259042,1,2.064126632
30,cfacts,7,0.448124228,0.435193544,1,3.687305148
30,cfacts,1,0.952121566,0.277854716,1,1.4231353
30,cfacts,0,0.503202211,0.463822413,1,3.017427002
30,cfacts,2,0.715788578,0.035588345,1,1.950198457
30,cfacts,0,0.55377673,0.524372165,1,2.442948561
30,bads,0,0.121054645,0.554219022,0,3.026468622
30,bads,1,0.624392836,0.612841798,0,1.918032527
30,bads,5,0.317091439,0.969113526,0,1.384588063
30,bads,8,0.546440225,0.846606719,0,1.501060976
30,bads,9,0.189501021,0.015005462,0,4.121038394
30,bads,10,0.367170268,0.446120325,0,4.377214276
30,bads,11,0.337722817,0.427162512,0,5.058391668
30,bads,15,0.550596621,0.789874129,0,1.61833824
30,bads,16,0.362659453,0.789565273,0,1.814219343
30,bads,17,0.073991564,0.46599486,0,3.589033541
30,bads,18,0.285156896,0.917632156,0,1.495758372
30,bads,20,0.075837607,0.386078333,0,4.524476898
30,bads,25,0.235535137,0.516290976,0,3.749762583
30,bads,26,0.496991345,0.952738346,0,1.342498491
30,bads,27,0.052045608,0.142857803,0,4.442672482
30,bads,31,0.070454616,0.72941111,0,1.953394925
30,bads,33,0.582889708,0.855469961,0,1.447286471
30,bads,34,0.089622015,0.658879652,0,2.276825556
30,bads,37,0.366015246,0.483940113,0,3.829548479
30,bads,38,0.096472885,0.274206271,0,6.434026255
30,bads,39,0.077787903,0.767109785,0,1.834755721
30,bads,40,0.876560887,0.818645643,0,1.181851128
30,bads,41,0.135320393,0.695076006,0,2.175743744
30,bads,42,0.455761764,0.491787672,0,3.149716723
30,bads,43,0.69864847,0.953075322,0,1.199002535
30,bads,44,0.129404468,0.994830476,0,1.325328118
30,bads,45,0.337410764,0.625025888,0,2.596876548
30,bads,48,0.087934665,0.915680863,0,1.459587793
30,bads,49,0.050076558,0.795070067,0,1.722421585
30,bads,50,0.327599706,0.91517936,0,1.493227213
30,bads,51,0.613879335,0.933606336,0,1.291289549
30,bads,53,0.63249724,0.666225978,0,1.769016199
30,bads,56,0.897854521,0.886749998,0,1.100852991
30,bads,57,0.209272229,0.233370247,0,22.73138243
30,bads,58,0.110780841,0.171052559,0,6.248209662
30,bads,59,0.480412407,0.742925621,0,1.837833086
30,bads,60,0.179470121,0.415871805,0,5.548033192
30,bads,0,0.497454035,0.819453139,0,1.610578747
30,bads,1,0.252698815,0.587879517,0,2.959540459
30,bads,2,0.620457377,0.733723234,0,1.641271084
30,bads,3,0.472783202,0.699423248,0,1.993576634
30,bads,6,0.182404471,0.453005582,0,4.673692183
30,bads,9,0.06441974,0.362517484,0,4.607746146
30,bads,11,0.227243821,0.464382946,0,4.638491785
30,bads,12,0.058488642,0.622952186,0,2.385215959
30,bads,13,0.540009672,0.656936549,0,2.001189201
30,bads,16,0.281813537,0.643131531,0,2.535389858
30,bads,17,0.256100489,0.259308029,0,89.85506923
30,bads,18,0.562820619,0.568397783,0,2.240363017
30,bads,19,0.335703049,0.513590676,0,3.60785067
30,bads,20,0.162012261,0.536174013,0,3.340068355
30,bads,21,0.520914789,0.888287486,0,1.442165757
30,bads,22,0.844712874,0.803179517,0,1.231203175
30,bads,24,0.029731832,0.075626622,0,3.559549758
30,bads,26,0.334666943,0.436159443,0,4.889766287
30,bads,29,0.186714309,0.249036267,0,15.79952839
30,bads,30,0.217532163,0.85489406,0,1.650805745
30,bads,31,0.012108785,0.494167446,0,2.933447377
30,bads,34,0.496627055,0.717694468,0,1.891298763
30,bads,5,0.186221253,0.197065802,0,12.06505444
30,bads,9,0.01771955,0.067420854,0,3.384693634
30,bads,10,0.112174787,0.179985391,0,6.468755293
30,bads,11,0.132151367,0.504150267,0,3.569592826
30,bads,12,0.770182225,0.844363564,0,1.266068686
30,bads,13,0.406855133,0.947371492,0,1.399004376
30,bads,14,0.433482721,0.627814856,0,2.38088507
30,bads,18,0.066666646,0.470348591,0,3.48865139
30,bads,0,0.367702751,0.402951813,0,5.181403158
30,bads,1,0.434542912,0.867436353,0,1.551770668
30,bads,3,0.179469229,0.819927477,0,1.741325643
30,bads,5,0.75594475,0.806309189,0,1.329838966
30,bads,0,0.669953706,0.757769419,0,1.517608123
30,bads,2,0.266693125,0.762659397,0,1.949579566
30,bads,3,0.320847248,0.818967259,0,1.744101251
30,bads,1,0.619957921,0.746494474,0,1.615056614
30,bads,0,0.568389339,0.945777938,0,1.306906284
30,bads,0,0.565130728,0.633792413,0,2.013724013
31,cfacts,0,0.298113661,0.218967864,1,17.46630224
31,cfacts,1,0.324380068,0.204674064,1,11.48073469
31,cfacts,2,0.287070364,0.151424872,1,9.495315655
31,cfacts,3,0.342077203,0.270144038,1,10.60952354
31,cfacts,4,0.356989903,0.244890762,1,9.3360371
31,cfacts,5,0.355714268,0.262174522,1,9.397348565
31,cfacts,6,0.356989903,0.244890762,1,9.3360371
31,cfacts,7,0.400132859,0.140570622,1,5.382675207
31,cfacts,8,0.400132859,0.351718152,1,5.514313486
31,cfacts,9,0.285117736,0.058056918,1,5.124809782
31,cfacts,10,0.442408337,0.329724096,1,4.801431588
31,cfacts,11,0.438173298,0.163683229,1,4.830310595
31,cfacts,12,0.450141073,0.385516018,1,4.137284222
31,cfacts,13,0.458700063,0.38393241,1,4.0325988
31,cfacts,14,0.456532591,0.100483903,1,3.92199766
31,cfacts,15,0.394866319,0.163683229,1,5.930063857
31,cfacts,16,0.397177863,0.329724096,1,5.974302497
31,cfacts,17,0.458700063,0.259262496,1,4.786853256
31,cfacts,18,0.450141073,0.185882836,1,4.758266787
31,cfacts,19,0.397855969,0.100483903,1,4.75563002
31,cfacts,20,0.412213052,0.38393241,1,4.753775076
31,cfacts,21,0.397177863,0.098027623,1,4.726828776
31,cfacts,22,0.394866319,0.094199322,1,4.700480306
31,cfacts,23,0.412213052,0.111865191,1,4.693527216
31,cfacts,24,0.321683825,0.045410069,1,4.612871449
31,cfacts,25,0.362686755,0.064627345,1,4.609649677
31,cfacts,26,0.373162853,0.068674924,1,4.56208028
31,cfacts,27,0.45486242,0.168661634,1,4.536813722
31,cfacts,28,0.470162282,0.235230404,1,4.531917806
31,cfacts,29,0.445827773,0.134943132,1,4.402826276
31,cfacts,30,0.46514028,0.164960907,1,4.322690792
31,cfacts,31,0.45876075,0.351502677,1,4.307950592
31,cfacts,32,0.458574315,0.351888405,1,4.307924698
31,cfacts,33,0.464229783,0.355185379,1,4.190069689
31,cfacts,34,0.483484053,0.178186427,1,4.093687915
31,cfacts,35,0.49470588,0.333624406,1,3.866974605
31,cfacts,36,0.414485493,0.047290458,1,3.830696887
31,cfacts,37,0.493597633,0.149828231,1,3.796654148
31,cfacts,38,0.515520383,0.224229567,1,3.748574933
31,cfacts,39,0.365582535,0.001685556,1,3.6510119
31,cfacts,40,0.473172248,0.418135289,1,3.578846677
31,cfacts,41,0.660803111,0.429568757,1,2.230475745
31,cfacts,42,0.355714268,0.262174522,1,9.397348565
31,cfacts,43,0.816716537,0.38393241,1,1.717246215
31,cfacts,2,0.731291895,0.511260256,1,1.826049851
31,cfacts,5,0.703575686,0.556859941,1,1.826064715
31,cfacts,9,0.583644576,0.021808945,1,2.473930238
31,cfacts,15,0.618805417,0.477095537,1,2.308848136
31,cfacts,17,0.931908769,0.801731474,1,1.140044701
31,cfacts,20,0.527621998,0.005338055,1,2.702372663
31,cfacts,25,0.678417553,0.434462253,1,2.143890343
31,cfacts,32,0.87894942,0.374692026,1,1.55959849
31,cfacts,34,0.88421769,0.531946086,1,1.440788069
31,cfacts,37,0.866944131,0.611008983,1,1.398981079
31,cfacts,40,0.298135436,0.218173712,1,17.32934963
31,cfacts,42,0.516292459,0.136274551,1,3.45351243
31,cfacts,44,0.715222072,0.197605893,1,2.136007582
31,cfacts,46,0.990365625,0.544583847,1,1.254989776
31,cfacts,49,0.936877807,0.243469479,1,1.455797227
31,cfacts,54,0.896009966,0.47629634,1,1.460922469
31,cfacts,0,0.714457544,0.134450452,1,2.089361148
31,cfacts,2,0.875127113,0.097671843,1,1.554197629
31,cfacts,5,0.384068918,0.16441502,1,6.287037643
31,cfacts,7,0.854204048,0.264196691,1,1.654613328
31,cfacts,8,0.628183488,0.594812796,1,1.953965167
31,cfacts,9,0.882014741,0.759632447,1,1.23169162
31,cfacts,12,0.964649528,0.115888264,1,1.375280471
31,cfacts,15,0.962774662,0.089894099,1,1.368859511
31,cfacts,16,0.97414992,0.279917577,1,1.379752504
31,cfacts,20,0.540975455,0.063722544,1,2.894407459
31,cfacts,22,0.730442329,0.375393399,1,2.013951288
31,cfacts,23,0.660997702,0.120807824,1,2.32113089
31,cfacts,25,0.634528999,0.571343807,1,1.99551754
31,cfacts,29,0.725884015,0.068562623,1,1.963484482
31,cfacts,31,0.376122904,0.353999743,1,6.117274031
31,cfacts,33,0.901667661,0.517024188,1,1.419943723
31,cfacts,35,0.562882382,0.328601029,1,3.099773101
31,cfacts,36,0.680723197,0.645542411,1,1.710023244
31,cfacts,37,0.460614459,0.137039156,1,4.184188227
31,cfacts,0,0.7499807,0.284644122,1,1.995293006
31,cfacts,1,0.675609857,0.352535284,1,2.284217169
31,cfacts,5,0.75519283,0.607218749,1,1.61621762
31,cfacts,12,0.323529311,0.189172273,1,10.47906505
31,cfacts,13,0.70090745,0.085909111,1,2.084041936
31,cfacts,15,0.486121968,0.174631907,1,4.03455686
31,cfacts,17,0.525190504,0.309002859,1,3.55309516
31,cfacts,19,0.719974659,0.496927157,1,1.883612638
31,cfacts,9,0.758359267,0.415409568,1,1.870582594
31,cfacts,12,0.837969043,0.680494231,1,1.372269133
31,cfacts,4,0.789223327,0.660711945,1,1.475308064
31,cfacts,10,0.373509043,0.268156566,1,8.010479542
31,cfacts,2,0.529534844,0.488068137,1,2.723510242
31,cfacts,3,0.815837526,0.452597511,1,1.663854685
31,cfacts,4,0.874310987,0.241944596,1,1.601632502
31,cfacts,7,0.895855894,0.067562841,1,1.490028132
31,cfacts,0,0.695079084,0.27135422,1,2.244210188
31,cfacts,0,0.322552935,0.242662879,1,13.71309745
31,cfacts,2,0.491059381,0.04969461,1,3.190610452
31,cfacts,3,0.685054178,0.198866428,1,2.282850506
31,cfacts,0,0.751163122,0.070163993,1,1.878102465
31,bads,0,0.467837132,0.974775364,0,1.321346024
31,bads,1,0.123187125,0.363997706,0,5.864423615
31,bads,3,0.824605008,0.907736683,0,1.144980112
31,bads,4,0.192050115,0.470396931,0,4.388118123
31,bads,6,0.795544434,0.74396238,0,1.358794032
31,bads,7,0.365763362,0.722739239,0,2.054624932
31,bads,8,0.055869204,0.041415909,0,3.509439768
31,bads,10,0.829006294,0.845328424,0,1.204151559
31,bads,11,0.301344062,0.407256618,0,6.044988467
31,bads,12,0.23545262,0.241137717,0,58.70519001
31,bads,13,0.709910085,0.692060081,0,1.567609176
31,bads,14,0.185263972,0.586950848,0,2.914490536
31,bads,16,0.179141402,0.301673615,0,11.4026469
31,bads,18,0.546280856,0.998057828,0,1.242861559
31,bads,19,0.96345743,0.886247029,0,1.046084747
31,bads,21,0.132834885,0.816447736,0,1.728793283
31,bads,22,0.074581999,0.529448988,0,3.030815003
31,bads,23,0.043542755,0.818931418,0,1.652254958
31,bads,24,0.685987837,0.663459904,0,1.664277171
31,bads,26,0.310587301,0.716479824,0,2.12585953
31,bads,27,0.868114395,0.905039291,0,1.110328757
31,bads,28,0.9297481,0.877986106,0,1.080576648
31,bads,29,0.886391669,0.902613142,0,1.097049118
31,bads,30,0.323940857,0.973317131,0,1.375351989
31,bads,31,0.016678245,0.424164017,0,3.434578214
31,bads,33,0.627154548,0.713348269,0,1.67380211
31,bads,35,0.32241247,0.697889705,0,2.204072517
31,bads,36,0.795849072,0.767250658,0,1.32979258
31,bads,38,0.980686224,0.961807968,0,0.980310684
31,bads,39,0.82284978,0.827959661,0,1.228873844
31,bads,41,0.446390667,0.810828827,0,1.682876349
31,bads,43,0.868478276,0.880408299,0,1.132327844
31,bads,45,0.23305189,0.177984064,0,13.51655794
31,bads,47,0.581792485,0.647129531,0,1.932396489
31,bads,48,0.789047916,0.85116421,0,1.238470995
31,bads,50,0.526326549,0.860713511,0,1.491827371
31,bads,51,0.561814909,0.764370965,0,1.662501713
31,bads,52,0.33055194,0.928099359,0,1.464413982
